282.721268,0.000000,218.913840
286.159640,0.000000,204.023511
286.129956,0.000000,203.629783
286.159640,0.000000,204.023511
286.129956,0.000000,203.629783
286.129956,0.000000,203.629783
286.159303,0.438963,204.023511
286.159640,0.000000,204.023511
286.159640,0.000000,204.023511
286.159640,0.000000,204.023511
286.129956,0.000000,203.629783
286.159303,0.438963,204.023511
286.159640,0.000000,204.023511
286.159303,0.438963,204.023511
286.129956,0.000000,203.629783
286.159640,0.000000,204.023511
286.159640,0.000000,204.023511
286.159640,0.000000,204.023511
286.129956,0.000000,203.629783
286.113807,0.000000,203.425788
286.129956,0.000000,203.629783
286.129956,0.000000,203.629783
286.129956,0.000000,203.629783
286.083206,0.000000,203.032131
286.068777,0.000000,202.842465
286.167033,0.000000,201.616488
286.133726,0.000000,201.223050
286.224333,0.439063,199.997388
286.466928,0.000000,198.332602
286.699254,0.000000,196.667552
286.921651,0.000000,195.002299
287.133785,0.440458,193.336902
287.336670,0.000000,191.671421
287.528960,0.441064,190.005917
287.799648,0.000000,187.507746
287.967493,0.000000,185.842445
288.066864,0.000000,183.786851
288.405000,0.442408,182.070152
288.476637,0.442518,180.015745
288.725774,0.000000,177.908947
288.888390,0.000000,175.413574
288.984462,0.000000,173.750679
289.109740,0.443489,171.257514
289.213535,0.000000,168.765942
289.294854,0.000000,166.276163
289.354066,0.000000,163.788376
289.291188,0.000000,161.746626
289.310092,0.000000,159.263450
289.404131,0.000000,157.165538
289.292702,0.000000,155.130602
289.268665,0.000000,153.479657
289.214344,0.000000,151.005775
289.138140,0.000000,148.535110
289.040097,0.000000,146.067859
288.920259,0.000000,143.604219
288.828281,0.000000,141.963895
288.672220,0.000000,139.506709
288.428962,0.000000,136.859799
288.363992,0.000000,135.420680
288.150264,0.000000,132.974948
288.049197,0.000000,130.905212
287.746235,0.000000,128.909162
287.475220,0.000000,126.476264
287.182829,0.000000,124.048533
286.792410,0.000000,121.436450
286.684172,0.000000,119.574576
286.299076,0.000000,117.601298
285.928834,0.000000,115.194147
285.670289,0.000000,113.592732
285.426095,0.000000,111.556245
284.983072,0.000000,109.601339
284.709485,0.000000,107.573060
284.251684,0.000000,105.191964
283.599881,0.000000,102.462884
283.097325,0.000000,100.097262
282.574149,0.000000,97.738880
282.213379,0.000000,95.737829
